1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992163
1,1,1,1,1,1,1,0.992235
1,1,1,1,1,1,1,0.977906
1,1,1,1,1,1,1,0.977663
1,1,1,1,1,1,1,0.978254
1,1,1,1,1,1,1,0.977946
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992135
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992192
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.971734
1,1,1,1,1,1,1,0.903468
1,1,1,1,1,1,1,0.984954
1,1,1,1,1,1,1,0.919152
1,1,1,1,1,1,1,0.931544
1,1,1,1,1,1,1,0.971363
1,1,1,1,1,1,1,0.903557
1,1,1,1,1,1,1,0.984868
1,1,1,1,1,1,1,0.846635
1,1,1,1,1,1,1,0.836642
1,1,1,1,1,1,1,0.876607
1,1,1,1,1,1,1,0.861982
1,1,1,1,1,1,1,0.899151
1,1,1,1,1,1,1,0.880444
1,1,1,1,1,1,1,0.704364
1,1,1,1,1,1,1,0.704181
1,1,1,1,1,1,1,0.734247
1,1,1,1,1,1,1,0.742248
1,1,1,1,1,1,1,0.743291
1,1,1,1,1,1,1,0.969129
1,1,1,1,1,1,1,0.716469
1,1,1,1,1,1,1,0.814274
1,1,1,1,1,1,1,0.715547
1,1,1,1,1,1,1,0.968732
1,1,1,1,1,1,1,0.747325
1,1,1,1,1,1,1,0.813112
1,1,1,1,1,1,1,0.968788
1,1,1,1,1,1,1,0.820928
1,1,1,1,1,1,1,0.668765
1,1,1,1,1,1,1,0.668736
1,1,1,1,1,1,1,0.705642
1,1,1,1,1,1,1,0.830674
1,1,1,1,1,1,1,0.749896
1,1,1,1,1,1,1,0.666496
1,1,1,1,1,1,1,0.69235
1,1,1,1,1,1,1,0.795547
1,1,1,1,1,1,1,0.913278
1,1,1,1,1,1,1,0.720179
1,1,1,1,1,1,1,0.907754
1,1,1,1,1,1,1,0.735158
1,1,1,1,1,1,1,0.65882
1,1,1,1,1,1,1,0.659063
1,1,1,1,1,1,1,0.6903
1,1,1,1,1,1,1,0.830356
1,1,1,1,1,1,1,0.968638
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.939531
1,1,1,1,1,1,1,0.93946
1,1,1,1,1,1,1,0.992131
1,1,1,1,1,1,1,0.992166
1,1,1,1,1,1,1,0.992338
1,1,1,1,1,1,1,0.992007
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.968893
1,1,1,1,1,1,0.96851,0.945279
1,1,1,1,1,1,0.968486,0.945495
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992073
1,1,1,1,1,1,1,0.992128
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992212
1,1,1,1,1,1,1,0.992083
1,1,1,1,1,1,1,0.992116
1,1,1,1,1,1,1,0.797002
1,1,1,1,1,1,1,0.992036
1,1,1,1,1,1,1,0.797604
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.947913
1,1,1,1,1,1,1,0.99219
1,1,1,1,1,1,1,0.992241
1,1,1,1,1,1,1,0.797842
1,1,1,1,1,1,1,0.83718
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.941532
1,1,1,1,1,1,1,0.968632
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.630855
1,1,1,1,1,1,1,0.772886
1,1,1,1,1,1,1,0.631516
1,1,1,1,1,1,1,0.83347
1,1,1,1,1,1,1,0.874904
1,1,1,1,1,1,1,0.852898
1,1,1,1,1,1,1,0.631567
1,1,1,1,1,1,1,0.631439
1,1,1,1,1,1,1,0.921332
1,1,1,1,1,1,1,0.801616
1,1,1,1,1,1,1,0.625258
1,1,1,1,1,1,1,0.625211
1,1,1,1,1,1,1,0.62469
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.624039
1,1,1,1,1,1,1,0.624527
1,1,1,1,1,1,1,0.941622
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.606914
1,1,1,1,1,1,1,0.837833
1,1,1,1,1,1,1,0.607183
1,1,1,1,1,1,1,0.816152
1,1,1,1,1,1,1,0.611011
1,1,1,1,1,1,1,0.610049
1,1,1,1,1,1,1,0.667099
1,1,1,1,1,1,1,0.667053
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992147
1,1,1,1,1,1,1,0.992221
1,1,1,1,1,1,1,0.992334
1,1,1,1,1,1,1,0.992251
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992226
1,1,1,1,1,1,1,0.992159
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.965716
1,1,1,1,1,1,1,0.965662
1,1,1,1,1,1,1,0.965107
1,1,1,1,1,1,1,0.965536
1,1,1,1,1,1,1,0.965621
1,1,1,1,1,1,1,0.965518
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992177
1,1,1,1,1,1,1,0.992124
1,1,1,1,1,1,1,1
